"date","Temperature","Power.kW.","HDD15"
2019-05-24,4058.08333333333,364.833333333333,0
2019-05-25,2940.04166666667,465.583333333333,0
2019-05-26,5098.875,514.041666666667,0
2019-05-27,4301.33333333333,340.375,0
2019-05-28,3119.875,368.5,0
2019-05-29,4035.91666666667,380.166666666667,0
2019-05-30,4870.16666666667,366.166666666667,0
2019-05-31,4233.66666666667,365.583333333333,0
2019-06-01,5068.58333333333,416.291666666667,0
2019-06-02,3529.66666666667,388.5,0
2019-06-03,5495,328.791666666667,0
2019-06-04,5171.79166666667,353.416666666667,0
2019-06-05,5554.04166666667,344.5,0
2019-06-06,5661.54166666667,306.875,0
2019-06-07,5749.95833333333,304.041666666667,0
2019-06-08,5799.25,206.166666666667,0
2019-06-09,4926.75,216.708333333333,0
2019-06-10,4399.125,280.875,0
2019-06-11,4328.04166666667,345.958333333333,0
2019-06-12,4681.75,326.875,0
2019-06-13,4452.125,300.291666666667,0
2019-06-14,4596.375,307,0
2019-06-15,4357.75,312.625,0
2019-06-16,5020.5,258.041666666667,0
2019-06-17,5080.13043478261,327.608695652174,0
2019-06-18,4677.70833333333,386.375,0
2019-06-19,5090.83333333333,383.875,0
2019-06-20,5631.95833333333,290.541666666667,0
2019-06-21,5597.04166666667,291.25,0
2019-06-22,4588.125,257.041666666667,0
2019-06-23,4391.41666666667,262.875,0
2019-06-24,4567.625,292.416666666667,0
2019-06-25,4644.91666666667,372,0
2019-06-26,4013.08333333333,423.958333333333,0
2019-06-27,3419.47826086957,358.217391304348,0
2019-06-28,3839.70833333333,419.416666666667,0
2019-06-29,4611.875,375.25,0
2019-06-30,4861.875,279.875,0
2019-07-01,5170.66666666667,248.166666666667,0
2019-07-02,4025.41666666667,301.958333333333,0
2019-07-03,3189.20833333333,388.916666666667,0
2019-07-04,3282.91666666667,353.5,0
2019-07-05,3167.25,393.125,0
2019-07-06,4177.5,461.875,0
2019-07-07,3433.29166666667,366.958333333333,0
2019-07-08,3754.08695652174,320.565217391304,0
2019-07-09,3283.79166666667,375.875,0
2019-07-10,3356.875,388.583333333333,0
2019-07-11,3351.57142857143,393.952380952381,0
2019-07-12,4747.45833333333,419.875,0
2019-07-13,3867.83333333333,398.5,0
2019-07-14,3581.5652173913,363.782608695652,0
2019-07-15,4082.75,339.208333333333,0
2019-07-16,3960.54166666667,334.208333333333,0
2019-07-17,4210.125,316.666666666667,0
2019-07-18,4545.33333333333,303.291666666667,0
2019-07-19,4101.5,302.458333333333,0
2019-07-20,4812.04347826087,259.739130434783,0
2019-07-21,5303.13043478261,240.130434782609,0
2019-07-22,4757.69565217391,244.260869565217,0
2019-07-23,5314.5,244.2,0
2019-07-24,5336.86956521739,249,0
2019-07-25,5137.83333333333,221.875,0
2019-07-26,5228.08695652174,202.695652173913,0
2019-07-27,5855.47826086957,178.739130434783,0
2019-07-28,5709.21739130435,160,0
2019-07-29,3905,254.608695652174,0
2019-07-30,3510.33333333333,334.458333333333,0
2019-07-31,3185.625,403.75,0
2019-08-01,3712.79166666667,410.583333333333,0
2019-08-02,3537.83333333333,405.958333333333,0
2019-08-03,3712.4347826087,462.260869565217,0
2019-08-04,4701.33333333333,465.833333333333,0
2019-08-05,5282.25,459.458333333333,0
2019-08-06,3778.16666666667,448.5,0
2019-08-07,4214.34782608696,447,0
2019-08-08,4097.47826086957,403.04347826087,0
2019-08-09,3977.39130434783,357.739130434783,0
2019-08-10,4340.75,374.708333333333,0
2019-08-11,4345.33333333333,333.5,0
2019-08-12,4560.375,398.791666666667,0
2019-08-13,4348.20833333333,387.5,0
2019-08-14,4067.79166666667,388.708333333333,0
2019-08-15,3650.04347826087,421,0
2019-08-16,4189.27272727273,360.227272727273,0
2019-08-17,4640,335.409090909091,0
2019-08-18,4583.25,321,0
2019-08-19,4701.70833333333,332.666666666667,0
2019-08-20,4525.91304347826,339.695652173913,0
2019-08-21,3807.63636363636,362.909090909091,0
2019-08-22,3828.125,331.083333333333,0
2019-08-23,4388.95833333333,363.75,0
2019-08-24,4752.70833333333,330.291666666667,0
2019-08-25,4360.91666666667,389.375,0
2019-08-26,4960.66666666667,371.541666666667,0
2019-08-27,4953.83333333333,388.041666666667,0
2019-08-28,4920.58333333333,349.416666666667,0
2019-08-29,4852.45833333333,316.083333333333,0
2019-08-30,4804.66666666667,351,0
2019-08-31,4482.08333333333,378.791666666667,0
2019-09-01,4729.20833333333,333.916666666667,0
2019-09-02,4628.625,356.458333333333,0
2019-09-03,3633.04166666667,354.125,0
2019-09-04,3788.25,357.708333333333,0
2019-09-05,4303,342.041666666667,0
2019-09-06,3850.08333333333,311.458333333333,0
2019-09-07,3569.33333333333,416.125,0
2019-09-08,3888.33333333333,384.041666666667,0
2019-09-09,4941.16666666667,261.75,0
2019-09-10,4941.41666666667,230.208333333333,0
2019-09-11,4510.875,286.166666666667,0
2019-09-12,3801.91666666667,410.875,0
2019-09-13,3358.70833333333,343.833333333333,0
2019-09-14,5337.33333333333,580.291666666667,0
2019-09-15,4696.20833333333,615.833333333333,0
2019-09-16,5043.58333333333,386.25,0
2019-09-17,6292.5,290,0
2019-09-18,6018.86956521739,310.521739130435,0
2019-09-19,6340,420.458333333333,0
2019-09-20,6587,394.869565217391,0
2019-09-21,5859.375,447.458333333333,0
2019-09-22,7349.20833333333,458.291666666667,0
2019-09-23,5072.5652173913,207.173913043478,0
2019-09-24,6548.08333333333,291.5,0
2019-09-25,6926.65217391304,384.652173913043,0
2019-09-26,5467.5,256.083333333333,0
2019-09-27,5536.26086956522,282.739130434783,0
2019-09-28,5451.70833333333,412.333333333333,0
2019-09-29,5035.71428571429,474.619047619048,0
2019-09-30,2782.52173913043,376.739130434783,0
2019-10-01,4886.58333333333,445.125,0
2019-10-02,5255.5,384.458333333333,0
2019-10-03,7307.45833333333,469.166666666667,0
2019-10-04,4991.21739130435,262,0
2019-10-05,2720.75,153.833333333333,0
2019-10-06,2846.04166666667,101.208333333333,0
2019-10-07,3683.14285714286,251.809523809524,0
2019-10-08,4020.19047619048,218.952380952381,0
2019-10-09,6867.16666666667,296.222222222222,0
2019-10-22,2740.5,436,0
2019-10-23,3210.79166666667,423.541666666667,0
2019-10-24,6174.41666666667,349.75,0
2019-10-25,4678.83333333333,346.458333333333,0
2019-10-26,4418.875,376.625,0
2019-10-27,6217.04166666667,287.208333333333,0
2019-10-28,4903.59090909091,227.954545454545,0
2019-10-29,1265.3,239.05,0
2019-10-30,795.666666666667,245.722222222222,0
2019-10-31,2794.78947368421,218.578947368421,0
2019-11-01,4258.95454545455,217.954545454545,0
2019-11-02,5517.875,119.875,0
2019-11-03,6893.45833333333,82.4583333333333,0
2019-11-04,5907.57142857143,272.095238095238,0
2019-11-05,2507.625,230.875,0
2019-11-06,1129.94117647059,258.235294117647,0
2019-11-07,486.705882352941,203.705882352941,0
2019-11-08,4611.72727272727,260.5,0
2019-11-09,7003.75,91.6666666666667,0
2019-11-10,6732.04166666667,113.875,0
2019-11-11,6473.2380952381,228.666666666667,0
2019-11-12,6773.29166666667,237.833333333333,0
2019-11-13,6422.5652173913,289.391304347826,0
2019-11-14,6127.30434782609,267.565217391304,0
2019-11-15,6647.45454545455,248.136363636364,0
2019-11-16,6443.33333333333,103.25,0
2019-11-17,7351.16666666667,107.625,0
2019-11-18,7183.2380952381,254.761904761905,0
2019-11-19,6874.95652173913,253.217391304348,0
2019-11-20,6606.69565217391,252.217391304348,0
2019-11-21,5682.7619047619,207.095238095238,0
2019-11-22,663.823529411765,209.235294117647,0
2019-11-23,992.416666666667,205.291666666667,0
2019-11-24,1130.41666666667,226.5,0
2019-11-25,1102.52941176471,310.882352941176,0
2019-11-26,786.066666666667,197.4,0
2019-11-27,980.473684210526,285.578947368421,0
2019-11-28,1951.68181818182,292.454545454545,0
2019-11-29,4386.63636363636,303.636363636364,0
2019-11-30,588.958333333333,156.208333333333,0
2019-12-01,526.666666666667,186.708333333333,0
2019-12-02,474.764705882353,278.352941176471,0
2019-12-03,725.944444444444,325.111111111111,0
2019-12-04,4281.15,278.55,0
2019-12-05,6852.36842105263,193.842105263158,0
2019-12-06,6314.30434782609,322.434782608696,0
2019-12-07,5429.04166666667,154.958333333333,0
2019-12-08,5355.83333333333,156.833333333333,0
2019-12-09,7025.73913043478,269.913043478261,0
2019-12-10,3733.71428571429,276.761904761905,0
2019-12-11,789.6875,241.1875,0
2019-12-12,1110.16666666667,284,0
2019-12-13,2062.33333333333,280.619047619048,0
2019-12-14,2072.73913043478,173.565217391304,0
2019-12-15,2496.125,171.166666666667,0
2019-12-16,5105.95238095238,314.714285714286,0
2019-12-17,6482.86363636364,250.954545454545,0
2019-12-18,6710,244.636363636364,0
2019-12-19,2778.75,248.9,0
2019-12-20,1975.28571428571,184.47619047619,0
2019-12-21,2998.54166666667,165.541666666667,0
2019-12-22,6677.08333333333,135.375,0
2019-12-23,6700.875,126.541666666667,0
2019-12-24,6489.08333333333,122.416666666667,0
2019-12-25,5153.91666666667,139.25,0
2019-12-26,1518.33333333333,173.375,0
2019-12-27,1001.45833333333,227.625,0
2019-12-28,495,217.958333333333,0
2019-12-29,842.75,222.041666666667,0
2019-12-30,6003.08333333333,193.083333333333,0
2019-12-31,4374.60869565217,185.304347826087,0
