Year,Month,Day_Month,Hour_Day,Week_Day,Day_Year,Power.kW.,Temperature,Wind.speed,Wind.direction,Irradiation.flux
2019,1,1,0,TUE,1,24.1,-1.146920095,6.646520853,221.9861276,4.208434479
2019,1,1,1,TUE,1,37,-0.939543105,6.578195158,216.7318059,4.234007202
2019,1,1,2,TUE,1,40.6,-0.804822332,6.611600448,213.5078778,4.126132966
2019,1,1,3,TUE,1,20.4,-0.59592988,7.580952216,210.3350062,4.037261755
2019,1,1,4,TUE,1,38,-0.096525136,7.534910414,215.4091464,4.933138146
2019,1,1,5,TUE,1,38.9,-0.118164114,7.249062899,214.626077,5.110687192
2019,1,1,6,TUE,1,16.5,0.135449399,7.091448592,216.9002158,4.695702257
2019,1,1,7,TUE,1,40.3,0.394879827,6.951930373,212.8479857,4.397090607
2019,1,1,8,TUE,1,29.3,0.505373582,6.669130267,208.9824888,4.715561347
2019,1,1,9,TUE,1,29.8,0.682755777,6.902378114,209.9167805,8.773756919
2019,1,1,10,TUE,1,28.3,1.01231867,7.057240317,215.1657419,22.71489303
2019,1,1,11,TUE,1,25,1.433214532,7.223435599,217.7033124,28.41572836
2019,1,1,12,TUE,1,26.7,1.809643628,6.88091763,219.4986837,40.00489944
2019,1,1,13,TUE,1,29.7,1.993755639,6.508104215,216.7471328,43.24355638
2019,1,1,14,TUE,1,34.6,2.193730091,6.009550853,219.1124182,15.6604359
2019,1,1,15,TUE,1,26.3,2.316036981,5.169102237,218.7496586,5.743346321
2019,1,1,16,TUE,1,40,2.302174323,4.950263102,222.4633144,2.832720803
2019,1,1,17,TUE,1,24.2,2.357658312,5.075372314,223.5557036,1.898473649
2019,1,1,18,TUE,1,21.1,2.245555594,5.125792298,224.8265535,2.249991649
2019,1,1,19,TUE,1,18.3,2.112011938,5.063482105,226.6592318,2.245713055
2019,1,1,20,TUE,1,42.8,1.975179233,5.419964313,224.4509485,2.239742626
2019,1,1,21,TUE,1,42.3,1.757403483,4.075796227,237.8096153,1.673424923
2019,1,1,22,TUE,1,23.8,1.624994118,3.560792842,246.8636367,1.556534467
2019,1,1,23,TUE,1,29.2,1.712983033,3.992001474,235.3483624,1.396823814
2019,1,2,0,WED,2,34.1,1.670222359,4.723911317,224.1381118,2.203743126
2019,1,2,1,WED,2,26,1.79737175,4.691827165,216.3376273,3.147483177
2019,1,2,2,WED,2,26,1.803923258,4.780353687,216.4913832,3.305651196
2019,1,2,3,WED,2,28.4,1.228224733,4.107645002,234.9503672,2.923006441
2019,1,2,4,WED,2,33.2,0.765161658,2.942523207,240.2593285,3.52082168
2019,1,2,5,WED,2,27.3,0.576007658,2.611191766,238.8350325,3.550120753
2019,1,2,6,WED,2,32.9,0.349995595,2.217166297,228.3446133,3.564078948
2019,1,2,7,WED,2,26.9,0.313890163,1.512308914,209.6257566,3.13199671
2019,1,2,8,WED,2,48.2,0.317772454,1.033814347,143.6070005,3.916384361
2019,1,2,9,WED,2,55,0.245689785,0.919690081,68.21572513,13.72639875
2019,1,2,10,WED,2,65.1,0.419295859,1.622561994,34.39410692,26.82024715
2019,1,2,12,WED,2,55,0.136645145,2.875192742,92.92687435,38.75529797
2019,1,2,13,WED,2,61.8,-0.227325573,5.234727985,13.29563911,46.49325666
2019,1,2,14,WED,2,59.1,-1.131264388,6.807568062,14.64942125,22.29517479
2019,1,2,15,WED,2,63.5,-1.525783908,6.861209799,15.36794262,8.142409989
2019,1,2,16,WED,2,60.4,-1.783827824,7.384876169,15.63767379,2.341554559
2019,1,2,17,WED,2,67.8,-2.130106902,7.61768609,16.96118243,1.378975674
2019,1,2,18,WED,2,13.8,-2.306025468,6.928271552,15.60536488,1.025199718
2019,1,2,19,WED,2,43.7,-2.640446049,6.436734825,15.60415598,1.178522238
2019,1,2,20,WED,2,33.4,-2.94102775,6.467457811,13.56775125,1.490399133
2019,1,2,21,WED,2,21.9,-3.330694794,6.785246128,15.45988913,1.360986496
2019,1,2,22,WED,2,36.1,-3.66555425,6.729361293,13.51823806,1.683885606
2019,1,2,23,WED,2,43,-3.545177962,6.811115176,13.88097631,2.397490459
2019,1,3,0,THU,3,15.9,-3.878014041,7.200414036,14.51311957,4.087610229
2019,1,3,1,THU,3,33.5,-4.100228284,6.776417575,14.61239951,4.761607297
2019,1,3,2,THU,3,39.9,-4.382098086,6.240374842,14.40003876,4.942752349
2019,1,3,3,THU,3,35.1,-4.424975902,6.249774696,14.91368957,5.546352478
2019,1,3,4,THU,3,22.2,-4.540452141,6.151309554,16.5890762,5.52902515
2019,1,3,5,THU,3,44,-4.540168033,6.255604151,19.81956124,5.449049106
2019,1,3,6,THU,3,41.6,-4.361650553,6.397614272,19.39052203,5.221648029
2019,1,3,7,THU,3,47,-4.368564183,5.682344707,20.5873305,4.766845136
2019,1,3,8,THU,3,41.8,-4.370211174,5.645094873,22.16321659,4.805588437
2019,1,3,10,THU,3,62.2,-4.248063159,6.316013642,23.06081852,33.51759824
2019,1,3,11,THU,3,69.7,-4.340080096,5.700440677,23.76913537,36.50514145
2019,1,3,14,THU,3,55.6,-4.578823056,6.159939526,24.97988294,21.20585628
2019,1,3,15,THU,3,59.2,-4.839096541,5.268437654,21.63385999,6.147547822
2019,1,3,16,THU,3,64.2,-4.977139833,5.071551434,22.17518261,2.884709036
2019,1,3,18,THU,3,28.4,-5.520151175,4.788454659,21.79602997,1.689608283
2019,1,3,19,THU,3,44.9,-5.353143305,4.012183275,19.20440628,1.337469664
2019,1,3,20,THU,3,42.7,-5.439132992,4.606409824,11.75718811,2.702688455
2019,1,3,21,THU,3,27.5,-5.466411751,3.703854867,20.72892374,2.1478008
2019,1,3,22,THU,3,24.8,-5.295367767,3.702567016,18.39506437,2.760933974
2019,1,3,23,THU,3,44.1,-5.315302654,3.257183934,267.6690851,2.662589241
2019,1,4,0,FRI,4,29.8,-5.38853777,3.037956718,42.38088636,4.914808428
2019,1,4,1,FRI,4,28.4,-5.445418938,2.692219317,12.54595186,4.768090428
2019,1,4,2,FRI,4,39.1,-5.452897983,1.320912448,64.19218885,5.067352756
2019,1,4,3,FRI,4,38.7,-5.534893995,1.00781983,281.8918863,5.160157879
2019,1,4,4,FRI,4,26.8,-5.821721204,1.906874258,273.7115496,5.107025263
2019,1,4,5,FRI,4,32.1,-6.171366123,2.487218618,271.1118742,5.303712805
2019,1,4,6,FRI,4,43.4,-6.403184832,2.273837179,251.7498357,4.869602878
2019,1,4,7,FRI,4,41.9,-6.664688212,2.783290076,252.684671,4.976512731
2019,1,4,8,FRI,4,54.9,-6.904841041,3.493404916,227.6868285,5.823339214
2019,1,4,14,FRI,4,49.1,-4.790410122,4.236364395,216.0799613,19.81881964
2019,1,4,15,FRI,4,48.3,-4.694920468,3.990561746,216.4298778,4.523741682
2019,1,4,16,FRI,4,59.6,-4.622809855,4.033410075,215.9161057,2.243959386
2019,1,4,17,FRI,4,52.1,-4.57613875,4.485235661,223.746615,2.045370738
2019,1,4,18,FRI,4,13.8,-4.426693061,4.109879208,227.7287459,0.988615207
2019,1,4,19,FRI,4,39.9,-4.221236909,2.452130942,240.0749948,1.327718592
2019,1,4,20,FRI,4,42.4,-4.017510707,2.507556266,235.7876668,0.431547177
2019,1,4,21,FRI,4,32.6,-3.848117866,1.489606166,246.6101847,0.297685485
2019,1,4,22,FRI,4,37.2,-3.780776631,1.035407589,264.105041,0.392022572
2019,1,4,23,FRI,4,42.4,-3.689695133,0.503451122,116.3176597,0.88880682
2019,1,5,0,SAT,5,17.6,-3.648932395,1.403844724,29.63217367,0.682301652
2019,1,5,1,SAT,5,25.1,-4.162933799,2.464930064,35.79089099,1.201087881
2019,1,5,2,SAT,5,42.2,-4.892800017,3.604623489,38.07928275,1.054836691
2019,1,5,3,SAT,5,26.2,-5.215804645,4.044822528,39.3863897,1.813070317
2019,1,5,4,SAT,5,38,-5.569308832,4.263955496,36.68851043,2.130524796
2019,1,5,5,SAT,5,37.5,-5.877212276,4.394635737,35.96238458,2.400919515
2019,1,5,6,SAT,5,35.9,-6.081365974,4.649739137,38.18742481,2.568672519
2019,1,5,7,SAT,5,26.5,-6.466576855,4.767759655,36.59714233,2.576091172
2019,1,5,8,SAT,5,46,-6.82398392,4.404838185,39.37270045,2.875442936
2019,1,5,9,SAT,5,45.2,-6.731292693,3.83036596,55.86493537,10.56041603
2019,1,5,10,SAT,5,37.8,-6.577365483,3.516764929,38.33596446,29.01392827
2019,1,5,11,SAT,5,15.6,-6.383489641,3.626966706,41.48448476,41.02134349
2019,1,5,12,SAT,5,20,-6.039871814,3.316642697,38.82406002,69.77713472
2019,1,5,13,SAT,5,15.9,-5.93265517,3.962408623,40.37153839,46.34108873
2019,1,5,14,SAT,5,39.4,-6.199583884,3.094393336,38.23727954,31.35442864
2019,1,5,15,SAT,5,43.4,-6.533135359,3.140411795,36.62787819,6.035143845
2019,1,5,16,SAT,5,44.6,-7.282439603,2.679286012,30.42217201,0.114709239
2019,1,5,17,SAT,5,39.7,-7.57494144,3.062337754,29.06937161,0.152996299
2019,1,5,18,SAT,5,35.2,-7.668558355,2.774448331,31.70623944,0.230741168
2019,1,5,19,SAT,5,42.2,-8.358677456,2.000999411,38.11439252,0.479503317
2019,1,5,20,SAT,5,44.4,-9.153498418,2.310548008,98.98306874,1.122765687
2019,1,5,21,SAT,5,44,-8.90991096,2.51198365,13.17496148,0.87127742
2019,1,5,22,SAT,5,47.7,-8.840473215,2.251974561,7.714941485,0
2019,1,5,23,SAT,5,44.1,-8.988284055,2.032250153,69.9478843,0.058174833
2019,1,6,0,SUN,6,41.2,-8.574689962,2.143162354,121.6794591,0.51657499
2019,1,6,1,SUN,6,44.1,-8.217142623,2.034590965,67.80187177,0.359057028
2019,1,6,2,SUN,6,46.5,-8.034140693,2.218759051,71.6312335,0.69811853
2019,1,6,3,SUN,6,45.4,-7.594603744,2.226846856,8.323950919,2.095835358
2019,1,6,4,SUN,6,48.2,-7.299005253,1.96437859,234.4416116,2.629425657
2019,1,6,5,SUN,6,49.2,-7.76822062,1.543574621,337.7145591,2.288659653
2019,1,6,6,SUN,6,49.4,-9.640611352,1.57299527,303.6328764,2.673379313
2019,1,6,7,SUN,6,46.9,-9.068141493,1.633374407,289.2464962,2.825179642
2019,1,6,8,SUN,6,46.3,-8.737143774,2.158950565,265.4402139,3.47191091
2019,1,6,9,SUN,6,47.2,-8.298883368,1.799846601,258.2747079,12.02592459
2019,1,6,10,SUN,6,49.1,-8.201079156,1.807646331,263.713916,33.39792885
2019,1,6,11,SUN,6,17.1,-7.667398302,1.691698772,268.7494454,43.20852201
2019,1,6,12,SUN,6,26.9,-7.161270919,1.706019437,268.9729448,44.0266525
2019,1,6,13,SUN,6,24.2,-6.814423485,1.832087273,271.2089149,41.40028744
2019,1,6,14,SUN,6,39.6,-6.459536658,1.56460259,268.1740785,22.92712017
2019,1,6,15,SUN,6,47.2,-6.115859674,1.511704615,247.725598,3.658879334
2019,1,6,16,SUN,6,29.1,-6.055459125,2.10787688,239.7540798,0.645645334
2019,1,6,17,SUN,6,46.2,-5.920385892,2.558787345,240.2869353,0.508073421
2019,1,6,18,SUN,6,45.8,-5.865279957,2.403436996,244.0138313,0.060027129
2019,1,6,19,SUN,6,40.8,-5.771748144,2.68609671,235.8187434,0.14128941
2019,1,6,20,SUN,6,35.2,-5.680880489,2.32311589,237.6817655,0.15228166
2019,1,6,21,SUN,6,42.6,-5.697577199,2.796162905,231.3453041,0.099245954
2019,1,6,22,SUN,6,21.4,-5.794877332,3.351203656,234.7574276,1.160991005
2019,1,6,23,SUN,6,46.3,-5.862278042,2.685008197,243.4709678,2.063133986
2019,1,7,0,MON,7,45.3,-5.799380808,3.725691658,235.1760162,2.205846583
2019,1,7,1,MON,7,33,-5.679250436,3.616478638,246.2056748,3.150101989
2019,1,7,2,MON,7,41.9,-5.685403143,4.366841787,237.408228,3.038550929
2019,1,7,3,MON,7,33.6,-5.639280855,4.015566919,245.5041287,3.161980642
2019,1,7,4,MON,7,39.2,-5.736312734,3.970162908,252.2888336,3.246112808
2019,1,7,5,MON,7,44.6,-5.819338622,4.349623529,246.5346032,3.342861615
2019,1,7,6,MON,7,32.9,-5.610599297,4.581445856,244.895112,2.96331344
2019,1,7,7,MON,7,59.8,-5.3861295,4.802514334,241.5874193,2.53261589
2019,1,7,14,MON,7,73.6,-4.355497273,5.195635737,258.1702228,24.02947832
2019,1,7,15,MON,7,53.8,-4.274333427,4.681068594,254.4065568,6.172595861
2019,1,7,16,MON,7,59.2,-4.258982251,3.942328914,254.5050876,3.051779079
2019,1,7,17,MON,7,55,-3.786782043,4.059338384,256.3243815,1.593063837
2019,1,7,18,MON,7,20.1,-3.284127181,3.651398788,259.5282217,0.75234585
2019,1,7,19,MON,7,38,-3.096989891,3.657719639,259.8336581,0.437604174
2019,1,7,20,MON,7,31.6,-3.001442395,3.350032064,259.487411,0.422103174
2019,1,7,21,MON,7,35.6,-3.005192246,3.492329245,246.1472949,0.579938763
2019,1,7,22,MON,7,39,-2.936113379,2.869008461,247.3370664,0.402538815
2019,1,7,23,MON,7,46.2,-2.843297115,2.451978542,242.6270741,0.253234921
2019,1,8,0,TUE,8,17.6,-2.780462202,3.014237005,231.7371936,1.450160625
2019,1,8,1,TUE,8,41.5,-2.934703209,3.530475436,229.9480567,2.937982851
2019,1,8,2,TUE,8,36.6,-2.960952682,3.209786798,222.5033516,3.184449447
2019,1,8,3,TUE,8,40.3,-2.991920101,3.056527636,206.0358399,3.45335235
2019,1,8,4,TUE,8,43.9,-3.111661237,3.475059473,211.9569228,4.354678844
2019,1,8,5,TUE,8,27.5,-3.2490812,3.189133889,199.1616909,4.394503204
2019,1,8,6,TUE,8,26.1,-3.141141062,2.614305894,199.9579961,3.802140418
2019,1,8,7,TUE,8,50.7,-2.925143506,2.941826465,200.4174063,3.43695439
2019,1,8,8,TUE,8,54.2,-2.976835787,2.898598734,199.9793973,1.694338689
2019,1,8,10,TUE,8,70.3,-3.009985433,2.673626443,198.1490735,33.54183051
2019,1,8,11,TUE,8,69.3,-2.432639806,3.818689537,198.4385057,57.58833359
2019,1,8,14,TUE,8,65.6,-2.314289402,2.247853897,187.4625549,31.8915432
2019,1,8,15,TUE,8,60.9,-2.352622272,1.735687363,180.7896288,8.135136988
2019,1,8,17,TUE,8,41.4,-2.298373093,1.817130418,185.928701,0.070910473
2019,1,8,18,TUE,8,12.1,-2.363014052,1.565755645,177.3807997,0.262733877
2019,1,8,19,TUE,8,26.1,-2.611850124,2.184320648,174.0485879,0.044577207
2019,1,8,20,TUE,8,29.5,-2.973146417,2.611683065,195.3834214,0.086104812
2019,1,8,21,TUE,8,35.7,-3.329024571,3.333032806,198.3467749,0
2019,1,8,22,TUE,8,41.8,-3.673853834,2.361446523,198.0903591,0.117131269
2019,1,8,23,TUE,8,40.3,-4.042664218,1.56293518,197.6273864,0.763379261
2019,1,9,0,WED,9,23.3,-3.998691678,1.714521297,198.2314297,1.221559779
2019,1,9,1,WED,9,26.7,-4.186928466,2.103406755,199.2454295,1.891134866
2019,1,9,2,WED,9,30.7,-4.3225291,2.255834722,197.5001702,1.649716109
2019,1,9,3,WED,9,42.3,-4.508403414,2.654472224,197.4045782,1.958753392
2019,1,9,4,WED,9,44.5,-4.597350498,2.013289145,198.1111717,1.421722103
2019,1,9,5,WED,9,33.7,-4.678952386,1.502389341,199.2688674,1.964923376
2019,1,9,6,WED,9,36.5,-4.852799563,1.181725704,191.4132986,1.954733134
2019,1,9,7,WED,9,54.1,-4.892367786,1.017593916,183.4487434,1.388775763
2019,1,9,8,WED,9,48.7,-5.001703202,1.139225747,192.2502144,0.544714546
2019,1,9,11,WED,9,60.6,-4.923989876,1.93418018,202.5301289,44.91031935
2019,1,9,13,WED,9,67.4,-4.901791629,1.946822344,227.7502299,26.046334
2019,1,9,14,WED,9,64.4,-5.034159976,2.124936219,224.3869694,13.84953391
2019,1,9,15,WED,9,51.1,-4.98146204,1.684768981,216.206147,3.177902895
2019,1,9,16,WED,9,56.4,-4.952639006,1.456776862,221.1147502,0.176044293
2019,1,9,17,WED,9,59.2,-5.113082573,1.603994592,206.8610336,0.503010047
2019,1,9,18,WED,9,20.6,-5.230316699,2.200419112,212.4414089,0.471197367
2019,1,9,19,WED,9,33.8,-5.118076171,1.932171199,228.4774322,0.588767629
2019,1,9,20,WED,9,32.9,-5.052398541,1.721500499,232.3322694,0.396342775
2019,1,9,21,WED,9,44,-5.154158699,2.111705233,235.5028698,0.461475682
2019,1,9,22,WED,9,40.6,-5.151385239,1.828247725,238.9472376,0.17735543
2019,1,9,23,WED,9,34.2,-5.157750676,2.027118423,238.2901097,0.503883681
2019,1,10,0,THU,10,24.7,-5.24049759,1.731273299,257.7591127,1.278077179
2019,1,10,1,THU,10,29.6,-5.227141018,1.866070096,239.7576077,1.672353507
2019,1,10,2,THU,10,44.1,-5.253273958,1.443339061,231.901538,1.618343629
2019,1,10,3,THU,10,32.6,-5.412228626,1.462994776,250.5786295,1.767042829
2019,1,10,4,THU,10,26,-5.597488816,1.426264772,259.988139,2.569632057
2019,1,10,5,THU,10,42.6,-5.693587174,1.145013017,262.2925407,2.459287276
2019,1,10,6,THU,10,24.9,-5.792684634,1.216216128,263.5929841,3.059381721
2019,1,10,7,THU,10,37.3,-5.859741285,1.460369518,268.8765785,2.463996372
2019,1,10,8,THU,10,55.9,-5.802091203,1.52050394,271.6168921,2.212176072
2019,1,10,10,THU,10,63.8,-5.635085843,1.417853135,277.4617795,17.05304917
2019,1,10,11,THU,10,65.3,-5.03322036,0.838163265,287.6530081,24.90026246
2019,1,10,13,THU,10,72.1,-4.739827208,1.784467373,42.57774508,26.63996474
2019,1,10,15,THU,10,58.2,-4.936178098,1.326273798,83.77286738,5.628438905
2019,1,10,16,THU,10,69.1,-4.575826807,0.750376057,144.3709405,0.329961284
2019,1,10,17,THU,10,56.8,-4.905095409,0.805604518,231.3624921,0.668877113
2019,1,10,18,THU,10,24.7,-4.959162003,1.2075116,238.7072711,0.998778073
2019,1,10,19,THU,10,30,-4.894693947,1.505792804,233.1380902,0.440015797
2019,1,10,20,THU,10,32.3,-5.06332179,1.605364374,242.3189438,0.298838004
2019,1,10,21,THU,10,33.3,-5.198087128,2.349173539,232.1329605,0.138388329
2019,1,10,22,THU,10,21.6,-5.345566127,2.810210641,225.9029464,0.608324189
2019,1,10,23,THU,10,29.8,-5.431452949,2.886047954,235.7309651,1.010405567
2019,1,11,0,FRI,11,28.4,-5.658495175,3.241750651,240.7076756,1.66874101
2019,1,11,1,FRI,11,27.8,-6.007055317,4.382846165,232.2014421,1.76122218
2019,1,11,2,FRI,11,33.7,-5.908641939,4.548691222,237.1425812,1.836912487
2019,1,11,3,FRI,11,43.7,-5.623996464,5.549607909,231.7200913,2.203223315
2019,1,11,4,FRI,11,34.2,-5.221633428,5.645506201,229.7011401,2.446898103
2019,1,11,5,FRI,11,20.9,-5.046338208,7.035841568,230.2869503,2.891434411
2019,1,11,6,FRI,11,31.1,-4.941025718,6.492343798,232.978393,2.771929505
2019,1,11,7,FRI,11,54.7,-4.881585571,7.144971686,230.2158251,2.664763601
2019,1,11,8,FRI,11,63.9,-4.563318834,6.953265832,234.5122826,2.858851398
2019,1,11,12,FRI,11,64.6,-3.503580532,6.006868617,244.3316125,50.68422437
2019,1,11,14,FRI,11,53,-2.824432333,5.01349962,252.43626,14.63484917
2019,1,11,15,FRI,11,56.3,-2.579066258,4.541388912,257.6453597,4.904586962
2019,1,11,16,FRI,11,47.9,-2.343431724,4.644664408,250.3014052,2.77295574
2019,1,11,17,FRI,11,42.9,-2.254462852,4.183431701,252.2612624,2.626762592
2019,1,11,18,FRI,11,17.1,-2.020599371,3.969728571,253.8611809,2.687198607
2019,1,11,19,FRI,11,25.4,-1.656032566,4.416841294,252.3006157,2.693533332
2019,1,11,20,FRI,11,19.5,-1.897772762,4.557769152,251.8520754,2.318957396
2019,1,11,21,FRI,11,19.9,-2.045019823,3.859227871,252.2479544,1.067510519
2019,1,11,22,FRI,11,34,-1.850156615,3.755495825,258.3262155,0.096097676
2019,1,11,23,FRI,11,25.7,-1.121636804,4.245121605,267.5086079,0.855517625
2019,1,12,0,SAT,12,18.4,-1.131107477,4.863260423,269.3627985,0.29051079
2019,1,12,1,SAT,12,27.1,-1.287720469,5.315867437,273.6836451,2.174920895
2019,1,12,2,SAT,12,24.4,-1.290033752,4.594359591,275.65702,2.270540755
2019,1,12,3,SAT,12,16.6,-1.071015132,4.884759561,276.8587402,1.798632817
2019,1,12,4,SAT,12,24.5,-1.73426524,4.368908197,274.3629456,1.764314225
2019,1,12,5,SAT,12,36.7,-2.322121292,4.598203368,278.6465555,1.991394172
2019,1,12,6,SAT,12,32.7,-2.390408171,4.304801048,278.0108093,1.506891637
2019,1,12,7,SAT,12,32.3,-2.706435614,4.320685615,276.2249867,1.510375597
2019,1,12,8,SAT,12,36.2,-3.008134419,4.58370487,276.5101237,3.561706327
2019,1,12,9,SAT,12,28.5,-3.083439326,4.645245701,275.3241118,27.52344944
2019,1,12,10,SAT,12,14.3,-2.83952793,4.901200099,274.2438859,81.12258829
2019,1,12,11,SAT,12,14.9,-2.316701726,4.292321867,281.1592264,153.3507474
2019,1,12,12,SAT,12,13.6,-1.366479382,4.542968336,283.7768027,158.3421121
2019,1,12,13,SAT,12,12.8,-0.627355142,4.978454212,285.5564848,115.4606207
2019,1,12,14,SAT,12,13.1,-0.571291067,4.890081877,285.5305837,49.33031711
2019,1,12,15,SAT,12,16.2,-1.345282143,4.475584209,278.0176967,7.733018347
2019,1,12,16,SAT,12,31.5,-1.977266079,3.880287821,276.0642188,0.540150979
2019,1,12,17,SAT,12,31.6,-2.567314308,3.85623247,272.5153263,0.272654186
2019,1,12,18,SAT,12,37.5,-2.975059967,4.004356351,275.0274815,0.324873956
2019,1,12,19,SAT,12,21.8,-2.815715692,3.525462569,270.2491174,0.082344135
2019,1,12,20,SAT,12,21.9,-2.84551989,3.165376262,270.2789694,0.057966506
2019,1,12,21,SAT,12,31.6,-2.629748071,3.97434618,272.4321829,0.213092678
2019,1,12,22,SAT,12,33,-2.962737443,3.812553956,276.4035987,0.554444218
2019,1,12,23,SAT,12,29.6,-3.211978721,4.048022759,279.4359454,0.622937285
2019,1,13,0,SUN,13,36.7,-3.247623485,3.288711425,276.5213746,1.422876196
2019,1,13,1,SUN,13,20.8,-3.381037332,2.732418823,271.274235,1.545652211
2019,1,13,2,SUN,13,34.5,-3.050314757,2.975953276,267.8353296,1.623870632
2019,1,13,3,SUN,13,37.9,-2.802130364,2.984516164,264.9473936,1.949732037
2019,1,13,4,SUN,13,16.3,-3.014748973,2.511996828,259.312383,2.309491655
2019,1,13,5,SUN,13,20.3,-2.876453577,1.924356737,261.8377104,2.117970523
2019,1,13,6,SUN,13,32.8,-2.615197388,1.93782665,251.8749929,1.722116583
2019,1,13,7,SUN,13,14.4,-2.387932566,2.735006858,235.7638568,1.72599061
2019,1,13,8,SUN,13,17,-2.090386389,2.982254441,232.7106157,2.077106064
2019,1,13,9,SUN,13,42.1,-1.887443277,2.971435434,237.8873173,13.79539747
2019,1,13,10,SUN,13,24.1,-1.840809848,3.041259201,231.9093674,24.68833956
2019,1,13,11,SUN,13,16.2,-1.780010337,3.602805436,225.4392575,32.9441284
2019,1,13,12,SUN,13,20.2,-1.570181303,3.641913873,224.4981866,39.21893639
2019,1,13,13,SUN,13,36.9,-1.519137458,3.377919786,224.1176634,38.42257767
2019,1,13,14,SUN,13,19.9,-1.501764446,2.814653134,210.0771671,34.7900314
2019,1,13,15,SUN,13,25.5,-1.806633532,1.603047167,195.4293516,8.561587725
2019,1,13,16,SUN,13,36.9,-1.798117411,1.674715335,172.2036561,0.215532484
2019,1,13,17,SUN,13,22.4,-1.831948724,2.654451225,152.3003396,0.112902853
2019,1,13,18,SUN,13,28.4,-1.906993428,2.672594193,140.9415209,0.017640815
2019,1,13,19,SUN,13,40.7,-1.996505065,2.352122669,141.537198,0.040276797
2019,1,13,20,SUN,13,39.5,-1.964703281,2.503428602,140.3993039,0.319105092
2019,1,13,21,SUN,13,17.5,-1.811182971,2.393158703,142.4649353,0.015615447
2019,1,13,22,SUN,13,24.9,-1.713095279,2.325454686,153.1842529,0.078275799
2019,1,13,23,SUN,13,41.6,-1.547586643,2.119079867,157.7802189,0.302896301
2019,1,14,0,MON,14,29,-1.137426173,2.048310378,157.0411511,0.554526803
2019,1,14,1,MON,14,23.8,-0.432012651,2.00828631,166.5409617,0.90696904
2019,1,14,2,MON,14,20.2,-0.132563121,1.581670625,178.924873,0.757817785
2019,1,14,3,MON,14,24.3,0.004183302,1.819336142,171.8713936,0.783802037
2019,1,14,4,MON,14,37.5,0.047842859,1.79995925,174.7076196,1.101619352
2019,1,14,5,MON,14,38.4,0.069648282,1.694188081,188.259507,1.20525662
2019,1,14,6,MON,14,18.5,0.173164911,2.665641405,196.4196967,1.496678343
2019,1,14,7,MON,14,57.8,0.419818324,2.967224615,195.8957211,1.310581554
2019,1,14,8,MON,14,45.6,0.447836001,1.44052982,179.3303572,1.424423173
2019,1,14,9,MON,14,62,0.389934026,1.637087564,159.683808,12.30637175
2019,1,14,11,MON,14,55,0.409031958,1.930257128,157.7899037,59.43735024
2019,1,14,12,MON,14,55.4,0.32829146,1.21396888,171.0504708,34.1011454
2019,1,14,13,MON,14,62.3,0.288183502,1.953613651,205.2956014,92.561275
2019,1,14,14,MON,14,57.2,0.360475427,1.985251734,247.4746164,38.76707064
2019,1,14,15,MON,14,37.9,0.161967314,2.879516169,272.0848119,10.30078123
2019,1,14,16,MON,14,47.8,-0.028244183,3.341258979,294.1500142,1.043173881
2019,1,14,17,MON,14,37.7,-0.680386384,4.762878444,302.8633965,0.746836519
2019,1,14,18,MON,14,15.3,-1.683895026,4.138324455,305.5689341,0.631019352
2019,1,14,19,MON,14,26.1,-2.38983607,3.408276015,301.6421229,0.448695867
2019,1,14,20,MON,14,27.1,-2.828300099,4.208114978,293.3381335,0.032473082
2019,1,14,21,MON,14,24,-3.01962747,4.196037699,295.7710252,0.055287664
2019,1,14,22,MON,14,25.1,-3.507790306,3.733556424,292.8745405,0
2019,1,14,23,MON,14,30.4,-3.844176928,3.679489861,285.0875929,0.305869651
2019,1,15,0,TUE,15,36.2,-4.072233501,3.933649008,279.4468344,1.125799591
2019,1,15,1,TUE,15,19.7,-4.492907823,3.301403752,274.0734525,3.341706335
2019,1,15,2,TUE,15,37.9,-4.684195686,3.253431918,271.5334077,3.96492747
2019,1,15,3,TUE,15,39,-4.938623734,3.07388698,267.8115854,3.829603671
2019,1,15,4,TUE,15,18.1,-5.386461208,2.755906157,262.8096573,4.050738781
2019,1,15,5,TUE,15,47,-5.585243271,2.594338386,262.7794534,4.197324782
2019,1,15,6,TUE,15,41.2,-5.77111116,2.99529355,266.5652682,3.805198021
2019,1,15,7,TUE,15,33,-5.951411993,3.237665703,268.7966734,2.54043489
2019,1,15,8,TUE,15,51.9,-6.042643433,3.344752904,277.4340043,3.313845801
2019,1,15,9,TUE,15,68.8,-5.994455644,3.155225701,280.3237743,15.44558475
2019,1,15,11,TUE,15,71,-5.84277014,2.705100734,267.4889295,84.00990846
2019,1,15,14,TUE,15,64.2,-5.928332607,2.562588667,273.8420826,43.93040748
2019,1,15,15,TUE,15,51.3,-5.963052405,2.002708759,271.9583928,11.12489302
2019,1,15,17,TUE,15,54.8,-6.007746055,2.69684381,252.9158204,2.816331179
2019,1,15,18,TUE,15,32.7,-5.823695266,2.671981013,262.4630689,2.538008494
2019,1,15,19,TUE,15,26.8,-5.456260656,3.183118736,269.9157124,2.152179112
2019,1,15,20,TUE,15,30.4,-5.011111075,3.44700071,271.5562224,2.35713317
